id,item,correct,filename1,filename2,discrimination,difficulty,guessing,inattention,target_file,probe_file,merged_file,duration_silence,duration_target,duration_probe,duration_merged
11,S029,diff,"pid035_56,53,60_dynmod_perf.wav","pid035_56,52,60_dynmod_perf.wav",36.71579356511463,0.6002031930252606,0.4286161741506955,1,Task_0011_target.wav,Task_0011_probe.wav,Task_0011_merged.wav,5.0,3.007,3.042,11.049
12,S035,diff,"pid039_65,61,64_dynmod_perf.wav","pid039_65,60,64_dynmod_perf.wav",0.7231539593745515,-0.7815013755214871,0.000682994556788532,1,Task_0012_target.wav,Task_0012_probe.wav,Task_0012_merged.wav,5.0,2.99,2.99,10.979
13,S037,diff,"pid048_62,57,59_dynmod_perf.wav","pid048_62,56,59_dynmod_perf.wav",55.32479541823506,-0.2881224652623247,0.4004145290470059,1,Task_0013_target.wav,Task_0013_probe.wav,Task_0013_merged.wav,5.0,3.129,3.129,11.258
14,S039,diff,"pid055_59,53,48_dynmod_perf.wav","pid055_59,52,48_dynmod_perf.wav",63.1913450651681,0.09691026153895801,4.085796285339703E-06,1,Task_0014_target.wav,Task_0014_probe.wav,Task_0014_merged.wav,5.0,3.106,3.117,11.223
15,S041,diff,"pid053_57,51,56_dynmod_perf.wav","pid053_57,50,56_dynmod_perf.wav",5.096818431470647,-0.677222942115742,1.892212668033434E-05,1,Task_0015_target.wav,Task_0015_probe.wav,Task_0015_merged.wav,5.0,3.541,3.587,12.128
16,S043,diff,"pid058_66,60,71_dynmod_perf.wav","pid058_66,59,71_dynmod_perf.wav",1.490110198696744,0.3597153558258825,2.272050117905796E-05,1,Task_0016_target.wav,Task_0016_probe.wav,Task_0016_merged.wav,5.0,3.158,3.222,11.38
17,S047,diff,"pid064_61,54,56_dynmod_perf.wav","pid064_61,53,56_dynmod_perf.wav",39.40042394385978,-0.1406808174693172,0.2099848151992383,1,Task_0017_target.wav,Task_0017_probe.wav,Task_0017_merged.wav,5.0,3.181,3.193,11.374
18,S049,diff,"pid066_59,52,62_dynmod_perf.wav","pid066_59,51,62_dynmod_perf.wav",52.32256388449271,-0.2899972086271689,0.2004666152155802,1,Task_0018_target.wav,Task_0018_probe.wav,Task_0018_merged.wav,5.0,3.483,3.529,12.012
19,S051,diff,"pid071_55,47,50_dynmod_perf.wav","pid071_55,46,50_dynmod_perf.wav",60.71256026974635,-0.6903799784283685,0.2960927482943679,1,Task_0019_target.wav,Task_0019_probe.wav,Task_0019_merged.wav,5.0,3.303,3.309,11.612
20,S057,diff,"pid080_56,57,65_dynmod_perf.wav","pid080_56,59,65_dynmod_perf.wav",58.08827509269931,-0.899385342782075,1.654604770347914E-05,1,Task_0020_target.wav,Task_0020_probe.wav,Task_0020_merged.wav,5.0,3.175,3.175,11.351
21,S059,diff,"pid082_67,77,66_dynmod_perf.wav","pid082_67,75,66_dynmod_perf.wav",2.713830538418277,-0.8596834705083503,3.613883091989169E-05,1,Task_0021_target.wav,Task_0021_probe.wav,Task_0021_merged.wav,5.0,2.868,3.024,10.892
22,S063,diff,"pid084_64,74,65_dynmod_perf.wav","pid084_64,75,65_dynmod_perf.wav",42.52673838970292,-0.8633448370184986,0.5087774579106684,1,Task_0022_target.wav,Task_0022_probe.wav,Task_0022_merged.wav,5.0,3.106,3.158,11.264
23,S065,diff,"pid088_67,77,69_dynmod_perf.wav","pid088_67,75,69_dynmod_perf.wav",55.01836782371146,-0.6902851042657161,8.204908361276633E-06,1,Task_0023_target.wav,Task_0023_probe.wav,Task_0023_merged.wav,5.0,2.949,3.048,10.996
24,S067,diff,"pid091_57,68,69_dynmod_perf.wav","pid091_57,66,69_dynmod_perf.wav",27.86521700421264,0.6531922798843012,0.6668573691600602,1,Task_0024_target.wav,Task_0024_probe.wav,Task_0024_merged.wav,5.0,3.03,3.059,11.089
25,S069,diff,"pid093_60,74,72_dynmod_perf.wav","pid093_60,75,72_dynmod_perf.wav",0.4929964488413956,-1.848366030111388,0.003299777374255351,1,Task_0025_target.wav,Task_0025_probe.wav,Task_0025_merged.wav,5.0,3.187,3.204,11.391
26,S071,diff,"pid098_62,64,52_dynmod_perf.wav","pid098_62,66,52_dynmod_perf.wav",0.7352346281396362,-1.923968066157526,0.0001319820995610339,1,Task_0026_target.wav,Task_0026_probe.wav,Task_0026_merged.wav,5.0,3.181,3.123,11.304
27,S073,diff,"pid096_57,59,56_dynmod_perf.wav","pid096_57,61,56_dynmod_perf.wav",45.14908391969419,-1.695160647821479,3.383039051103196E-05,1,Task_0027_target.wav,Task_0027_probe.wav,Task_0027_merged.wav,5.0,3.199,3.164,11.362
28,S075,diff,"pid100_63,65,59_dynmod_perf.wav","pid100_63,66,59_dynmod_perf.wav",2.575012126853812,-1.149865230852453,7.000503586675215E-05,1,Task_0028_target.wav,Task_0028_probe.wav,Task_0028_merged.wav,5.0,3.117,3.106,11.223
29,S077,diff,"pid102_57,59,52_dynmod_perf.wav","pid102_57,61,52_dynmod_perf.wav",4.484275897682925,-1.20087520362508,4.282999347060694E-05,1,Task_0029_target.wav,Task_0029_probe.wav,Task_0029_merged.wav,5.0,3.14,3.17,11.31
30,S081,diff,"pid109_62,65,70_dynmod_perf.wav","pid109_62,67,70_dynmod_perf.wav",3.294774187952683,-0.5794417180009684,1.697471857363802E-05,1,Task_0030_target.wav,Task_0030_probe.wav,Task_0030_merged.wav,5.0,3.007,3.053,11.06
31,S083,diff,"pid116_67,71,75_dynmod_perf.wav","pid116_67,72,75_dynmod_perf.wav",30.28692209222606,-0.60459671393383,1.242158657731587E-05,1,Task_0031_target.wav,Task_0031_probe.wav,Task_0031_merged.wav,5.0,3.291,3.071,11.362
32,S085,diff,"pid118_60,65,59_dynmod_perf.wav","pid118_60,66,59_dynmod_perf.wav",58.7217896746171,0.5040755875001973,0.4289585850022371,1,Task_0032_target.wav,Task_0032_probe.wav,Task_0032_merged.wav,5.0,3.111,3.077,11.188
33,S089,diff,"pid122_61,66,73_dynmod_perf.wav","pid122_61,68,73_dynmod_perf.wav",59.21407043933869,-0.3060233635029099,6.723482794123464E-06,1,Task_0033_target.wav,Task_0033_probe.wav,Task_0033_merged.wav,5.0,3.158,3.106,11.264
34,S095,diff,"pid131_58,64,70_dynmod_perf.wav","pid131_58,65,70_dynmod_perf.wav",32.9011717967261,1.332696155394044,0.167226587262565,1,Task_0034_target.wav,Task_0034_probe.wav,Task_0034_merged.wav,5.0,3.03,3.007,11.037
35,S097,diff,"pid134_66,73,78_dynmod_perf.wav","pid134_66,75,78_dynmod_perf.wav",9.846565064900062,-1.466472025622992,0.5000246546635668,1,Task_0035_target.wav,Task_0035_probe.wav,Task_0035_merged.wav,5.0,2.949,3.1,11.049
36,S099,diff,"pid137_56,63,61_dynmod_perf.wav","pid137_56,65,61_dynmod_perf.wav",2.287935688066776,-1.593039119195814,0.0001290306296256874,1,Task_0036_target.wav,Task_0036_probe.wav,Task_0036_merged.wav,5.0,3.251,3.082,11.333
37,S101,same,"pid001_59,58,47_dynmod_perf.wav","pid001_59,58,47_dynmod_perf.wav",-56.19310678556574,-0.5078681499921118,0.5717442784014036,1,Task_0037_target.wav,Task_0037_probe.wav,Task_0037_merged.wav,5.0,3.437,3.437,11.873
38,S102,same,"pid003_63,62,75_dynmod_perf.wav","pid003_63,62,75_dynmod_perf.wav",0.7431344055417592,-2.74500443087432,8.643449340984386E-05,1,Task_0038_target.wav,Task_0038_probe.wav,Task_0038_merged.wav,5.0,3.558,3.558,12.117
39,S103,same,"pid005_64,63,72_dynmod_perf.wav","pid005_64,63,72_dynmod_perf.wav",0.378775665472278,-1.651069264211521,0.0002918490412137142,1,Task_0039_target.wav,Task_0039_probe.wav,Task_0039_merged.wav,5.0,3.181,3.181,11.362
40,S105,same,"pid011_59,49,46_dynmod_perf.wav","pid011_59,49,46_dynmod_perf.wav",34.59895366649216,-1.028312328867848,3.081798312457632E-05,1,Task_0040_target.wav,Task_0040_probe.wav,Task_0040_merged.wav,5.0,3.268,3.268,11.536
41,S109,same,"pid016_67,56,62_dynmod_perf.wav","pid016_67,56,62_dynmod_perf.wav",1.044006063747774,-2.296675111081607,8.46907087037916E-05,1,Task_0041_target.wav,Task_0041_probe.wav,Task_0041_merged.wav,5.0,3.367,3.367,11.734
42,S113,same,"pid022_58,56,70_dynmod_perf.wav","pid022_58,56,70_dynmod_perf.wav",54.82744225726612,0.510734630619758,0.7146335096855941,1,Task_0042_target.wav,Task_0042_probe.wav,Task_0042_merged.wav,5.0,3.065,3.065,11.13
43,S120,same,"pid034_62,59,66_dynmod_perf.wav","pid034_62,59,66_dynmod_perf.wav",-29.74321874596271,0.502997845462552,3.268523701004525E-05,1,Task_0043_target.wav,Task_0043_probe.wav,Task_0043_merged.wav,5.0,2.949,2.949,10.898
44,S122,same,"pid040_63,59,52_dynmod_perf.wav","pid040_63,59,52_dynmod_perf.wav",48.63844345853734,-0.676898418508299,0.7505401341748957,1,Task_0044_target.wav,Task_0044_probe.wav,Task_0044_merged.wav,5.0,3.129,3.129,11.258
45,S126,same,"pid044_57,53,59_dynmod_perf.wav","pid044_57,53,59_dynmod_perf.wav",16.38642490383483,-2.366605129259338,3.283850555613438E-05,1,Task_0045_target.wav,Task_0045_probe.wav,Task_0045_merged.wav,5.0,3.129,3.129,11.258
46,S129,same,"pid047_59,54,56_dynmod_perf.wav","pid047_59,54,56_dynmod_perf.wav",-44.62469105516305,-0.9274526568159163,0.8005288889786724,1,Task_0046_target.wav,Task_0046_probe.wav,Task_0046_merged.wav,5.0,3.216,3.216,11.432
47,S131,same,"pid050_59,54,61_dynmod_perf.wav","pid050_59,54,61_dynmod_perf.wav",24.85016014572657,-1.572105593699723,0.7492616629438621,1,Task_0047_target.wav,Task_0047_probe.wav,Task_0047_merged.wav,5.0,3.135,3.135,11.269
48,S132,same,"pid051_64,59,68_dynmod_perf.wav","pid051_64,59,68_dynmod_perf.wav",-43.73153819713479,-0.329659823921341,0.6004425011679518,1,Task_0048_target.wav,Task_0048_probe.wav,Task_0048_merged.wav,5.0,3.094,3.094,11.188
49,S133,same,"pid054_55,49,44_dynmod_perf.wav","pid054_55,49,44_dynmod_perf.wav",1.545278454380901,-1.788342652848452,4.239644952444615E-05,1,Task_0049_target.wav,Task_0049_probe.wav,Task_0049_merged.wav,5.0,3.274,3.274,11.548
50,S137,same,"pid060_58,51,47_dynmod_perf.wav","pid060_58,51,47_dynmod_perf.wav",0.6545850612780652,-1.051870840847123,7.262603359661151E-05,1,Task_0050_target.wav,Task_0050_probe.wav,Task_0050_merged.wav,5.0,3.408,3.408,11.815
51,S145,same,"pid070_66,58,61_dynmod_perf.wav","pid070_66,58,61_dynmod_perf.wav",1.023226051550232,-1.87217834954793,0.0001287026345733663,1,Task_0051_target.wav,Task_0051_probe.wav,Task_0051_merged.wav,5.0,3.071,3.071,11.142
52,S147,same,"pid073_67,58,64_dynmod_perf.wav","pid073_67,58,64_dynmod_perf.wav",45.03297379218306,-1.695146339679981,3.385554855673009E-05,1,Task_0052_target.wav,Task_0052_probe.wav,Task_0052_merged.wav,5.0,3.036,3.036,11.072
53,S148,same,"pid074_63,54,58_dynmod_perf.wav","pid074_63,54,58_dynmod_perf.wav",0.6208366269511871,-2.323676351376904,0.0001352533838079458,1,Task_0053_target.wav,Task_0053_probe.wav,Task_0053_merged.wav,5.0,3.257,3.257,11.513
54,S149,same,"pid075_61,62,73_dynmod_perf.wav","pid075_61,62,73_dynmod_perf.wav",57.08996202197586,-0.6951686908466577,0.6718372045050109,1,Task_0054_target.wav,Task_0054_probe.wav,Task_0054_merged.wav,5.0,3.164,3.164,11.327
55,S153,same,"pid085_67,77,78_dynmod_perf.wav","pid085_67,77,78_dynmod_perf.wav",-31.59663921840403,0.09937863275402326,3.273396320598813E-05,1,Task_0055_target.wav,Task_0055_probe.wav,Task_0055_merged.wav,5.0,2.902,2.902,10.805
56,S156,same,"pid090_55,66,67_dynmod_perf.wav","pid090_55,66,67_dynmod_perf.wav",-27.66515748787916,0.5261452992533214,0.4997047757709798,1,Task_0056_target.wav,Task_0056_probe.wav,Task_0056_merged.wav,5.0,3.291,3.291,11.583
57,S161,same,"pid095_56,58,55_dynmod_perf.wav","pid095_56,58,55_dynmod_perf.wav",51.05248048029464,-0.8937935283260708,0.5010758318354704,1,Task_0057_target.wav,Task_0057_probe.wav,Task_0057_merged.wav,5.0,3.57,3.57,12.14
58,S163,same,"pid101_57,59,52_dynmod_perf.wav","pid101_57,59,52_dynmod_perf.wav",0.4471291671246492,-2.943744175280597,0.0007868348620340097,1,Task_0058_target.wav,Task_0058_probe.wav,Task_0058_merged.wav,5.0,3.14,3.14,11.281
59,S165,same,"pid105_60,62,65_dynmod_perf.wav","pid105_60,62,65_dynmod_perf.wav",0.6778652477503091,-1.252610836586155,4.834449306581845E-05,1,Task_0059_target.wav,Task_0059_probe.wav,Task_0059_merged.wav,5.0,3.17,3.17,11.339
60,S166,same,"pid106_56,59,52_dynmod_perf.wav","pid106_56,59,52_dynmod_perf.wav",37.76059182789734,-1.689759221282387,0.3717998668173306,1,Task_0060_target.wav,Task_0060_probe.wav,Task_0060_merged.wav,5.0,3.193,3.193,11.385
61,S168,same,"pid108_60,63,68_dynmod_perf.wav","pid108_60,63,68_dynmod_perf.wav",0.7363492325601179,-2.395537766344717,0.00195414555638217,1,Task_0061_target.wav,Task_0061_probe.wav,Task_0061_merged.wav,5.0,3.146,3.146,11.293
62,S171,same,"pid111_57,61,56_dynmod_perf.wav","pid111_57,61,56_dynmod_perf.wav",20.13775462715812,-2.690067991435385,5.278946087970259E-05,1,Task_0062_target.wav,Task_0062_probe.wav,Task_0062_merged.wav,5.0,3.164,3.164,11.327
63,S177,same,"pid121_62,67,74_dynmod_perf.wav","pid121_62,67,74_dynmod_perf.wav",42.16049308113199,-0.6669178622464393,0.7507870814062274,1,Task_0063_target.wav,Task_0063_probe.wav,Task_0063_merged.wav,5.0,3.355,3.355,11.71
64,S181,same,"pid128_60,66,59_dynmod_perf.wav","pid128_60,66,59_dynmod_perf.wav",-58.39187770812055,0.6966763723760201,3.338745410788121E-05,1,Task_0064_target.wav,Task_0064_probe.wav,Task_0064_merged.wav,5.0,3.077,3.077,11.153
65,S183,same,"pid130_65,71,77_dynmod_perf.wav","pid130_65,71,77_dynmod_perf.wav",-29.56601609967337,-1.568378836749993,0.5719078572750584,1,Task_0065_target.wav,Task_0065_probe.wav,Task_0065_merged.wav,5.0,3.094,3.094,11.188
66,S189,same,"pid139_62,70,64_dynmod_perf.wav","pid139_62,70,64_dynmod_perf.wav",52.09864812229898,-0.8889482243037656,0.6673581457857056,1,Task_0066_target.wav,Task_0066_probe.wav,Task_0066_merged.wav,5.0,2.955,2.955,10.909
67,S0402,diff,0402_0.wav,0402_1.wav,1.394199879662153,-0.8347973479612045,9.371199263811574E-06,1,Task_0067_target.wav,Task_0067_probe.wav,Task_0067_merged.wav,5.0,3.007,2.926,10.933
68,S0404,diff,0404_0.wav,0404_1.wav,1.675284993088629,0.100523215137866,1.271959316999551E-05,1,Task_0068_target.wav,Task_0068_probe.wav,Task_0068_merged.wav,5.0,3.367,3.326,11.693
69,S0406,diff,0406_0.wav,0406_1.wav,68.9505325928835,-0.6978130825007355,0.3647637938010161,1,Task_0069_target.wav,Task_0069_probe.wav,Task_0069_merged.wav,5.0,2.85,2.856,10.706
70,S0408,diff,0408_0.wav,0408_2.wav,2.502366645870099,-0.6300470574536341,0.2032813412251807,1,Task_0070_target.wav,Task_0070_probe.wav,Task_0070_merged.wav,5.0,2.955,2.984,10.938
71,S0410,diff,0410_0.wav,0410_1.wav,1.309677183043543,-0.7337221014706322,3.549751765504078E-05,1,Task_0071_target.wav,Task_0071_probe.wav,Task_0071_merged.wav,5.0,2.966,3.048,11.014
72,S0412,diff,0412_0.wav,0412_2.wav,3.279120924591216,-1.123408940408446,1.186408195378039E-05,1,Task_0072_target.wav,Task_0072_probe.wav,Task_0072_merged.wav,5.0,2.972,2.972,10.944
73,S0502,diff,0502_0.wav,0502_2.wav,63.2906406097708,-0.2970501715699415,0.356857012151998,1,Task_0073_target.wav,Task_0073_probe.wav,Task_0073_merged.wav,5.0,3.332,3.419,11.751
74,S0504,diff,0504_0.wav,0504_1.wav,1.141647128826014,-1.426397023526641,2.679198583631708E-05,1,Task_0074_target.wav,Task_0074_probe.wav,Task_0074_merged.wav,5.0,3.524,3.483,12.007
75,S0506,diff,0506_0.wav,0506_2.wav,0.924774451486263,-0.8027566833936352,1.769608047141536E-05,1,Task_0075_target.wav,Task_0075_probe.wav,Task_0075_merged.wav,5.0,3.111,3.158,11.269
76,S0507,same,0507_0.wav,0507_0.wav,55.23486591077864,0.3096187314703286,0.8621712987955672,1,Task_0076_target.wav,Task_0076_probe.wav,Task_0076_merged.wav,5.0,3.123,3.123,11.246
77,S0508,diff,0508_0.wav,0508_1.wav,1.865334537023924,-0.6866108913915036,0.3114672877247889,1,Task_0077_target.wav,Task_0077_probe.wav,Task_0077_merged.wav,5.0,3.384,3.338,11.722
78,S0509,diff,0509_0.wav,0509_1.wav,0.9615439996883258,-0.9363245641484017,2.296331600822203E-05,1,Task_0078_target.wav,Task_0078_probe.wav,Task_0078_merged.wav,5.0,3.216,3.257,11.472
79,S0511,diff,0511_0.wav,0511_1.wav,1.261908565199378,-0.882522905144644,0.1891013175859618,1,Task_0079_target.wav,Task_0079_probe.wav,Task_0079_merged.wav,5.0,3.303,3.262,11.565
80,S0601,diff,0601_0.wav,0601_1.wav,2.157940868723033,-0.7563442300227982,5.554631052142482E-06,1,Task_0080_target.wav,Task_0080_probe.wav,Task_0080_merged.wav,5.0,3.466,3.489,11.954
81,S0602,same,0602_0.wav,0602_0.wav,-3.450291921627236,-0.5623698926042965,0.525995581235366,1,Task_0081_target.wav,Task_0081_probe.wav,Task_0081_merged.wav,5.0,3.593,3.593,12.187
82,S0603,diff,0603_0.wav,0603_1.wav,51.83758958110289,0.9043162131280582,0.2745806234586784,1,Task_0082_target.wav,Task_0082_probe.wav,Task_0082_merged.wav,5.0,3.547,3.657,12.204
83,S0605,diff,0605_0.wav,0605_2.wav,3.456101327948925,0.1191597531647424,0.23159336488519,1,Task_0083_target.wav,Task_0083_probe.wav,Task_0083_merged.wav,5.0,3.541,3.518,12.059
84,S0607,diff,0607_0.wav,0607_1.wav,0.8047349377372204,0.6523258743958139,1.903576832213416E-05,1,Task_0084_target.wav,Task_0084_probe.wav,Task_0084_merged.wav,5.0,3.408,3.361,11.769
85,S0608,same,0608_0.wav,0608_0.wav,-39.81437467163956,-1.512701691739364,0.7704847444955764,1,Task_0085_target.wav,Task_0085_probe.wav,Task_0085_merged.wav,5.0,3.709,3.709,12.419
86,S0609,diff,0609_0.wav,0609_1.wav,1.94323739530487,-0.135646678709172,6.291121275836871E-06,1,Task_0086_target.wav,Task_0086_probe.wav,Task_0086_merged.wav,5.0,3.535,3.535,12.07
87,S0610,same,0610_0.wav,0610_0.wav,-0.4315592831537922,0.3431425730367996,0.4602553593033277,1,Task_0087_target.wav,Task_0087_probe.wav,Task_0087_merged.wav,5.0,3.506,3.506,12.012
88,S0612,diff,0612_0.wav,0612_2.wav,2.707161358427914,-0.7285204322423774,5.45944731071764E-06,1,Task_0088_target.wav,Task_0088_probe.wav,Task_0088_merged.wav,5.0,3.535,3.489,12.024
89,S0701,diff,0701_0.wav,0701_1.wav,61.89161769197107,0.5088252637623756,0.3871879284427969,1,Task_0089_target.wav,Task_0089_probe.wav,Task_0089_merged.wav,5.0,3.796,3.744,12.541
90,S0704,same,0704_0.wav,0704_0.wav,32.5054830974538,1.310249395871519,0.6506900538499903,1,Task_0090_target.wav,Task_0090_probe.wav,Task_0090_merged.wav,5.0,4.058,4.058,13.115
91,S0705,diff,0705_0.wav,0705_1.wav,68.67248186041066,0.3011190258417493,0.2072546279085045,1,Task_0091_target.wav,Task_0091_probe.wav,Task_0091_merged.wav,5.0,3.767,3.802,12.57
92,S0707,diff,0707_0.wav,0707_1.wav,37.28035568704667,0.4305256044033839,0.3447279367406706,1,Task_0092_target.wav,Task_0092_probe.wav,Task_0092_merged.wav,5.0,3.837,3.855,12.692
93,S0709,diff,0709_0.wav,0709_1.wav,57.94372418601407,0.7020953978376261,0.3439473862285877,1,Task_0093_target.wav,Task_0093_probe.wav,Task_0093_merged.wav,5.0,3.796,3.971,12.767
94,S0710,diff,0710_0.wav,0710_2.wav,69.30431729752526,0.1034920405476884,0.3335627485363931,1,Task_0094_target.wav,Task_0094_probe.wav,Task_0094_merged.wav,5.0,3.93,3.913,12.842
95,S0712,same,0712_0.wav,0712_0.wav,-0.4216033605145585,1.828985924267734,0.004303740355511031,1,Task_0095_target.wav,Task_0095_probe.wav,Task_0095_merged.wav,5.0,3.802,3.802,12.604
96,S0801,diff,0801_0.wav,0801_2.wav,0.7923908186132265,-1.006533236118634,4.093096710405689E-05,1,Task_0096_target.wav,Task_0096_probe.wav,Task_0096_merged.wav,5.0,4.348,4.441,13.789
97,S0802,diff,0802_0.wav,0802_2.wav,44.8238225210521,0.4668679712656226,0.4823890900156353,1,Task_0097_target.wav,Task_0097_probe.wav,Task_0097_merged.wav,5.0,4.342,4.342,13.684
98,S0805,diff,0805_0.wav,0805_1.wav,3.32221587597123,0.9671601777598462,0.1687829088995358,1,Task_0098_target.wav,Task_0098_probe.wav,Task_0098_merged.wav,5.0,4.017,4.034,13.051
99,S0807,diff,0807_0.wav,0807_1.wav,0.6931195732438314,-1.064000711345813,3.262844792645784E-05,1,Task_0099_target.wav,Task_0099_probe.wav,Task_0099_merged.wav,5.0,4.272,4.168,13.44
100,S0808,same,0808_0.wav,0808_0.wav,-0.8216679762129414,-0.167535057614059,0.2395861761602368,1,Task_0100_target.wav,Task_0100_probe.wav,Task_0100_merged.wav,5.0,4.336,4.336,13.673
101,S0809,diff,0809_0.wav,0809_2.wav,2.350039619431694,-0.07763991915376302,7.315294583417337E-06,1,Task_0101_target.wav,Task_0101_probe.wav,Task_0101_merged.wav,5.0,4.098,4.087,13.185
102,S0810,same,0810_0.wav,0810_0.wav,-39.52456555805558,-1.50967518190994,0.7704498913376937,1,Task_0102_target.wav,Task_0102_probe.wav,Task_0102_merged.wav,5.0,4.116,4.116,13.231
103,S0811,diff,0811_0.wav,0811_1.wav,43.07178122732465,0.01193352031137628,0.121192453225549,1,Task_0103_target.wav,Task_0103_probe.wav,Task_0103_merged.wav,5.0,4.04,4.081,13.121
104,S0902,diff,0902_0.wav,0902_1.wav,40.90665104771173,0.2209276572277287,0.2961761179546285,1,Task_0104_target.wav,Task_0104_probe.wav,Task_0104_merged.wav,5.0,4.58,4.598,14.178
105,S0904,diff,0904_0.wav,0904_2.wav,61.22991880143776,0.09246244136803335,0.4074851352853475,1,Task_0105_target.wav,Task_0105_probe.wav,Task_0105_merged.wav,5.0,4.824,4.952,14.776
106,S0905,diff,0905_0.wav,0905_2.wav,2.306868660852717,0.2123259975161307,0.3850957703164964,1,Task_0106_target.wav,Task_0106_probe.wav,Task_0106_merged.wav,5.0,4.51,4.476,13.986
107,S0907,diff,0907_0.wav,0907_1.wav,3.618843362516162,0.637176654192423,0.284329913659939,1,Task_0107_target.wav,Task_0107_probe.wav,Task_0107_merged.wav,5.0,4.371,4.296,13.667
108,S0908,same,0908_0.wav,0908_0.wav,-0.2068355292226333,1.112554595129352,0.0006705252689701213,1,Task_0108_target.wav,Task_0108_probe.wav,Task_0108_merged.wav,5.0,4.505,4.505,14.009
109,S0911,diff,0911_0.wav,0911_1.wav,0.6664155841756556,0.04102178433154566,0.0002004970606189985,1,Task_0109_target.wav,Task_0109_probe.wav,Task_0109_merged.wav,5.0,4.493,4.505,13.998
110,S0912,diff,0912_0.wav,0912_2.wav,45.83712422887751,0.2464950192408671,0.4444790572812874,1,Task_0110_target.wav,Task_0110_probe.wav,Task_0110_merged.wav,5.0,4.441,4.464,13.905
111,S1001,same,1001_0.wav,1001_0.wav,0.9729012722922109,-0.01902507200561888,0.7214977465389866,1,Task_0111_target.wav,Task_0111_probe.wav,Task_0111_merged.wav,5.0,4.719,4.719,14.439
112,S1003,diff,1003_0.wav,1003_2.wav,63.61323927056677,0.5070567031565028,0.2581586126256677,1,Task_0112_target.wav,Task_0112_probe.wav,Task_0112_merged.wav,5.0,4.882,4.882,14.764
113,S1004,diff,1004_0.wav,1004_2.wav,37.3816235630859,0.4304496670799814,0.344729285162746,1,Task_0113_target.wav,Task_0113_probe.wav,Task_0113_merged.wav,5.0,5.161,5.161,15.321
114,S1005,diff,1005_0.wav,1005_1.wav,1.247223318277813,0.9536229101996267,5.316957777781582E-06,1,Task_0114_target.wav,Task_0114_probe.wav,Task_0114_merged.wav,5.0,4.708,4.708,14.416
115,S1006,same,1006_0.wav,1006_0.wav,-0.4401257208561774,2.162821092398707,0.3179748648243879,1,Task_0115_target.wav,Task_0115_probe.wav,Task_0115_merged.wav,5.0,4.888,4.888,14.776
